VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
1,2019-01-01 00:46:40,2019-01-01 00:53:20,1,1.50,1,N,151,239,1,7,0.5,0.5,1.65,0,0.3,9.95,
1,2019-01-01 00:59:47,2019-01-01 01:18:59,1,2.60,1,N,239,246,1,14,0.5,0.5,1,0,0.3,16.3,
2,2018-12-21 13:48:30,2018-12-21 13:52:40,3,.00,1,N,236,236,1,4.5,0.5,0.5,0,0,0.3,5.8,
2,2018-11-28 15:52:25,2018-11-28 15:55:45,5,.00,1,N,193,193,2,3.5,0.5,0.5,0,0,0.3,7.55,
2,2018-11-28 15:56:57,2018-11-28 15:58:33,5,.00,2,N,193,193,2,52,0,0.5,0,0,0.3,55.55,
2,2018-11-28 16:25:49,2018-11-28 16:28:26,5,.00,1,N,193,193,2,3.5,0.5,0.5,0,5.76,0.3,13.31,
2,2018-11-28 16:29:37,2018-11-28 16:33:43,5,.00,2,N,193,193,2,52,0,0.5,0,0,0.3,55.55,
1,2019-01-01 00:21:28,2019-01-01 00:28:37,1,1.30,1,N,163,229,1,6.5,0.5,0.5,1.25,0,0.3,9.05,
1,2019-01-01 00:32:01,2019-01-01 00:45:39,1,3.70,1,N,229,7,1,13.5,0.5,0.5,3.7,0,0.3,18.5,
1,2019-01-01 00:57:32,2019-01-01 01:09:32,2,2.10,1,N,141,234,1,10,0.5,0.5,1.7,0,0.3,13,
1,2019-01-01 00:24:04,2019-01-01 00:47:06,2,2.80,1,N,246,162,1,15,0.5,0.5,3.25,0,0.3,19.55,
1,2019-01-01 00:21:59,2019-01-01 00:28:24,1,.70,1,N,238,151,1,5.5,0.5,0.5,1.7,0,0.3,8.5,
1,2019-01-01 00:45:21,2019-01-01 01:31:05,1,8.70,1,N,163,25,1,34.5,0.5,0.5,7.15,0,0.3,42.95,
1,2019-01-01 00:43:19,2019-01-01 01:07:42,1,6.30,1,N,224,25,1,21.5,0.5,0.5,5.7,0,0.3,28.5,
1,2019-01-01 00:58:24,2019-01-01 01:15:18,1,2.70,1,N,141,234,1,13,0.5,0.5,1,0,0.3,15.3,
2,2019-01-01 00:23:14,2019-01-01 00:25:40,1,.38,1,N,170,170,2,3.5,0.5,0.5,0,0,0.3,4.8,
2,2019-01-01 00:39:51,2019-01-01 00:48:02,1,.55,1,N,170,170,1,6.5,0.5,0.5,1.95,0,0.3,9.75,
2,2019-01-01 00:46:00,2019-01-01 00:49:07,1,.30,1,N,107,107,1,4,0.5,0.5,1.06,0,0.3,6.36,
2,2019-01-01 00:57:45,2019-01-01 01:03:51,1,1.42,1,N,170,141,1,6.5,0.5,0.5,1.56,0,0.3,9.36,
2,2019-01-01 00:16:16,2019-01-01 00:25:57,1,1.72,1,N,41,247,2,9,0.5,0.5,0,0,0.3,10.3,
2,2019-01-01 00:46:43,2019-01-01 00:47:02,1,.06,1,N,116,42,2,2.5,0.5,0.5,0,0,0.3,3.8,
1,2019-01-01 00:48:01,2019-01-01 01:00:23,1,1.50,1,N,113,90,2,7.5,0.5,0.5,0,0,0.3,8.8,
1,2019-01-01 00:55:27,2019-01-01 01:11:50,1,1.20,1,N,161,170,1,10.5,0.5,0.5,2.95,0,0.3,14.75,
1,2019-01-01 00:19:55,2019-01-01 00:57:56,1,12.30,1,N,138,50,1,38,0.5,0.5,4,5.76,0.3,49.06,
1,2019-01-01 00:13:53,2019-01-01 00:22:11,1,1.30,1,N,144,261,2,7.5,0.5,0.5,0,0,0.3,8.8,
1,2019-01-01 00:26:21,2019-01-01 00:39:39,1,1.90,1,N,231,79,1,10.5,0.5,0.5,2,0,0.3,13.8,
1,2019-01-01 00:50:06,2019-01-01 01:11:36,1,4.60,1,N,107,181,2,19,0.5,0.5,0,0,0.3,20.3,
1,2019-01-01 00:17:00,2019-01-01 00:22:39,3,.60,1,N,161,229,1,5.5,0.5,0.5,1.35,0,0.3,8.15,
1,2019-01-01 00:32:59,2019-01-01 00:32:59,3,.00,1,Y,237,264,2,6.5,0.5,0.5,0,0,0.3,7.8,
1,2019-01-01 00:43:19,2019-01-01 00:58:09,2,3.00,1,N,263,107,1,12,0.5,0.5,2.65,0,0.3,15.95,
2,2019-01-01 00:52:37,2019-01-01 01:03:42,1,2.10,1,N,151,142,2,9.5,0.5,0.5,0,0,0.3,10.8,
2,2019-01-01 00:11:45,2019-01-01 00:40:51,1,6.57,1,N,231,238,1,24,0.5,0.5,5.06,0,0.3,30.36,
2,2019-01-01 00:43:28,2019-01-01 00:49:42,1,1.03,2,N,238,239,2,52,0,0.5,0,0,0.3,52.8,
2,2019-01-01 00:08:20,2019-01-01 00:41:51,2,19.13,2,N,132,238,1,52,0,0.5,11.71,5.76,0.3,70.27,
2,2019-01-01 00:47:21,2019-01-01 00:53:34,2,1.43,1,N,239,236,2,7,0.5,0.5,0,0,0.3,8.3,
1,2019-01-01 00:17:49,2019-01-01 00:30:37,1,4.20,1,N,264,229,1,15,0.5,0.5,3.25,0,0.3,19.55,
1,2019-01-01 00:41:07,2019-01-01 01:51:53,1,11.20,1,N,141,83,2,46.5,0.5,0.5,0,0,0.3,47.8,
1,2019-01-01 00:15:02,2019-01-01 00:22:33,4,1.50,1,N,151,142,2,8,0.5,0.5,0,0,0.3,9.3,
1,2019-01-01 00:27:26,2019-01-01 00:39:53,2,3.10,1,N,142,263,1,11.5,0.5,0.5,1.5,0,0.3,14.3,
1,2019-01-01 00:42:56,2019-01-01 00:46:41,2,.70,1,N,263,140,2,4.5,0.5,0.5,0,0,0.3,5.8,
1,2019-01-01 00:52:41,2019-01-01 00:57:31,2,1.20,1,N,229,141,2,6,0.5,0.5,0,0,0.3,7.3,
1,2019-01-01 00:37:30,2019-01-01 00:51:52,2,1.30,1,N,249,234,1,10,0.5,0.5,2.25,0,0.3,13.55,
1,2019-01-01 00:56:14,2019-01-01 01:07:06,3,1.70,1,N,137,161,2,9,0.5,0.5,0,0,0.3,10.3,
2,2019-01-01 00:55:26,2019-01-01 01:30:46,3,5.23,1,N,90,181,1,24.5,0.5,0.5,4,0,0.3,29.8,
1,2019-01-01 00:33:40,2019-01-01 00:39:27,2,.80,1,N,170,137,1,5.5,0.5,0.5,2,0,0.3,8.8,
1,2019-01-01 00:46:44,2019-01-01 00:56:18,2,1.10,1,N,162,140,1,7.5,0.5,0.5,1.75,0,0.3,10.55,
1,2019-01-01 00:57:32,2019-01-01 01:18:34,1,8.00,1,N,140,243,2,24.5,0.5,0.5,0,0,0.3,25.8,
2,2019-01-01 00:26:14,2019-01-01 00:40:31,1,4.10,1,N,137,75,1,14,0.5,0.5,0,0,0.3,15.3,
2,2019-01-01 00:44:26,2019-01-01 00:55:29,1,2.69,1,N,236,41,2,10.5,0.5,0.5,0,0,0.3,11.8,
2,2019-01-01 00:57:35,2019-01-01 01:13:14,1,4.36,1,N,41,50,1,15.5,0.5,0.5,3.36,0,0.3,20.16,
2,2019-01-01 00:36:09,2019-01-01 00:54:41,2,3.79,1,N,68,88,1,14.5,0.5,0.5,4.74,0,0.3,20.54,
2,2019-01-01 00:56:23,2019-01-01 01:12:03,2,3.52,1,N,88,90,2,13.5,0.5,0.5,0,0,0.3,14.8,
1,2019-01-01 00:19:21,2019-01-01 00:28:39,1,1.50,1,N,74,168,2,8,0.5,0.5,0,0,0.3,9.3,
1,2019-01-01 00:10:19,2019-01-01 00:13:50,1,.70,1,N,249,113,1,4.5,0.5,0.5,1.15,0,0.3,6.95,
1,2019-01-01 00:17:42,2019-01-01 00:34:36,2,2.10,1,N,79,161,2,12,0.5,0.5,0,0,0.3,13.3,
1,2019-01-01 00:58:12,2019-01-01 01:07:53,2,1.40,1,N,107,79,1,8,0.5,0.5,2.3,0,0.3,11.6,
1,2019-01-01 00:21:15,2019-01-01 00:41:23,1,3.60,1,N,170,75,2,15.5,0.5,0.5,0,0,0.3,16.8,
1,2019-01-01 00:45:50,2019-01-01 01:24:07,1,5.20,1,N,75,246,1,25.5,0.5,0.5,5.35,0,0.3,32.15,
1,2019-01-01 00:20:26,2019-01-01 00:33:00,2,1.30,1,N,264,170,1,9.5,0.5,0.5,2.15,0,0.3,12.95,
1,2019-01-01 00:35:56,2019-01-01 00:42:47,1,1.70,1,N,233,141,1,7.5,0.5,0.5,2,0,0.3,10.8,
1,2019-01-01 00:53:08,2019-01-01 01:07:19,1,1.90,1,N,229,234,2,10.5,0.5,0.5,0,0,0.3,11.8,
1,2019-01-01 00:21:36,2019-01-01 00:35:26,1,2.60,1,N,148,246,2,12,0.5,0.5,0,0,0.3,13.3,
1,2019-01-01 00:36:09,2019-01-01 00:56:33,2,2.90,1,N,246,79,1,14,0.5,0.5,3,0,0.3,18.3,
2,2019-01-01 00:15:42,2019-01-01 00:33:38,2,2.08,1,N,48,68,1,12.5,0.5,0.5,3.45,0,0.3,17.25,
2,2019-01-01 00:53:19,2019-01-01 01:10:04,2,.74,1,N,68,68,2,11,0.5,0.5,0,0,0.3,12.3,
2,2019-01-01 00:10:46,2019-01-01 00:24:59,1,2.26,1,N,107,161,1,11,0.5,0.5,2.46,0,0.3,14.76,
2,2019-01-01 00:30:24,2019-01-01 00:34:22,1,.93,1,N,161,162,2,5,0.5,0.5,0,0,0.3,6.3,
2,2019-01-01 00:38:28,2019-01-01 00:53:39,1,4.40,1,N,162,151,2,15,0.5,0.5,0,0,0.3,16.3,
2,2019-01-01 00:35:25,2019-01-01 01:14:21,1,18.15,2,N,132,224,1,52,0,0.5,11.71,5.76,0.3,70.27,
2,2019-01-01 00:00:00,2019-01-01 01:03:12,2,7.37,1,N,237,264,2,23.5,0.5,0.5,0,0,0.3,24.8,
1,2019-01-01 00:04:06,2019-01-01 00:38:55,4,18.10,2,N,132,224,1,52,0,0.5,5,0,0.3,57.8,
1,2019-01-01 00:53:17,2019-01-01 01:10:08,4,4.10,1,N,79,112,1,16,0.5,0.5,3.45,0,0.3,20.75,
2,2019-01-01 00:42:24,2019-01-01 00:54:49,1,1.38,1,N,163,48,1,9,0.5,0.5,2.06,0,0.3,12.36,
2,2019-01-01 00:57:22,2019-01-01 01:17:10,1,4.55,1,N,48,42,1,17,0.5,0.5,4.58,0,0.3,22.88,
2,2019-01-01 00:36:01,2019-01-01 00:47:36,1,1.67,1,N,237,263,1,9.5,0.5,0.5,3.24,0,0.3,14.04,
2,2019-01-01 00:49:23,2019-01-01 01:13:31,1,2.68,1,N,263,48,1,16.5,0.5,0.5,2,0,0.3,19.8,
1,2019-01-01 00:09:40,2019-01-01 00:15:00,3,.60,1,N,137,233,1,5.5,0.5,0.5,1.35,0,0.3,8.15,
1,2019-01-01 00:55:58,2019-01-01 01:11:23,4,2.90,1,N,161,236,1,12.5,0.5,0.5,2.76,0,0.3,16.56,
2,2019-01-01 00:17:31,2019-01-01 00:24:23,2,.95,1,N,246,68,1,6.5,0.5,0.5,0,0,0.3,7.8,
2,2019-01-01 00:26:25,2019-01-01 00:50:12,4,2.01,1,N,68,170,1,15,0.5,0.5,3.26,0,0.3,19.56,
2,2019-01-01 00:51:50,2019-01-01 00:57:59,4,.67,1,N,170,161,2,5.5,0.5,0.5,0,0,0.3,6.8,
1,2019-01-01 00:18:09,2019-01-01 00:24:34,1,1.00,1,N,144,249,2,6,0.5,0.5,0,0,0.3,7.3,
1,2019-01-01 00:26:21,2019-01-01 00:34:11,1,1.90,1,N,249,13,1,8,0.5,0.5,2.75,0,0.3,12.05,
1,2019-01-01 00:56:06,2019-01-01 01:24:16,1,9.40,1,N,88,151,1,30,0.5,0.5,6.25,0,0.3,37.55,
1,2019-01-01 00:19:07,2019-01-01 00:29:21,1,1.90,1,N,143,151,1,9.5,0.5,0.5,2.7,0,0.3,13.5,
1,2019-01-01 00:37:59,2019-01-01 00:44:44,1,1.40,1,N,143,238,1,7,0.5,0.5,1.65,0,0.3,9.95,
1,2019-01-01 00:48:53,2019-01-01 00:54:44,1,.50,1,N,239,239,1,5.5,0.5,0.5,1.35,0,0.3,8.15,
1,2019-01-01 00:00:19,2019-01-01 00:09:54,1,1.80,1,N,249,4,2,8.5,0.5,0.5,0,0,0.3,9.8,
1,2019-01-01 00:10:52,2019-01-01 00:51:27,1,3.80,1,N,4,246,2,25,0.5,0.5,0,0,0.3,26.3,
1,2019-01-01 00:53:09,2019-01-01 01:21:04,1,4.30,1,N,68,4,2,19.5,0.5,0.5,0,0,0.3,20.8,
1,2019-01-01 00:50:22,2019-01-01 01:08:19,2,3.30,1,N,164,262,1,14.5,0.5,0.5,3.15,0,0.3,18.95,
1,2019-01-01 00:06:29,2019-01-01 00:22:20,1,3.10,1,N,90,148,2,13,0.5,0.5,0,0,0.3,14.3,
1,2019-01-01 00:29:11,2019-01-01 00:32:02,1,.60,1,N,148,232,1,4,0.5,0.5,1.06,0,0.3,6.36,
1,2019-01-01 00:33:07,2019-01-01 00:41:59,1,1.50,1,N,232,79,1,8,0.5,0.5,1.99,0,0.3,11.29,
1,2019-01-01 00:43:08,2019-01-01 01:01:05,1,3.60,1,N,79,141,1,14.5,0.5,0.5,3.15,0,0.3,18.95,
2,2019-01-01 00:02:06,2019-01-01 00:10:19,2,2.57,1,N,45,97,1,9.5,0.5,0.5,2.16,0,0.3,12.96,
2,2019-01-01 00:24:57,2019-01-01 00:35:42,2,2.44,1,N,144,256,2,10.5,0.5,0.5,0,0,0.3,11.8,
2,2019-01-01 00:46:09,2019-01-01 01:06:46,1,4.18,1,N,79,263,1,16,0.5,0.5,3.46,0,0.3,20.76,
1,2019-01-01 00:16:07,2019-01-01 00:19:41,1,1.00,1,N,140,233,1,5,0.5,0.5,1,0,0.3,7.3,
1,2019-01-01 00:23:47,2019-01-01 00:39:41,1,3.90,1,N,229,238,1,14.5,0.5,0.5,4.7,0,0.3,20.5,
1,2019-01-01 00:43:00,2019-01-01 00:52:16,1,1.60,1,N,238,236,1,8.5,0.5,0.5,2.9,0,0.3,12.7,
1,2019-01-01 00:56:17,2019-01-01 01:10:19,1,3.10,1,N,263,137,2,12,0.5,0.5,0,0,0.3,13.3,
1,2019-01-01 00:33:30,2019-01-01 00:40:44,2,.60,1,N,113,264,1,6,0.5,0.5,1.45,0,0.3,8.75,
1,2019-01-01 00:50:41,2019-01-01 01:00:04,2,1.30,1,N,264,264,1,7.5,0.5,0.5,1.58,0,0.3,10.38,
1,2019-01-01 00:14:27,2019-01-01 00:16:47,2,.50,1,N,141,263,2,4,0.5,0.5,0,0,0.3,5.3,
1,2019-01-01 00:18:09,2019-01-01 00:30:10,2,3.30,1,N,263,107,1,11.5,0.5,0.5,2.55,0,0.3,15.35,
1,2019-01-01 00:35:57,2019-01-01 00:58:35,1,4.10,1,N,79,263,2,17,0.5,0.5,0,0,0.3,18.3,
2,2019-01-01 00:11:39,2019-01-01 00:16:39,3,.69,1,N,140,229,2,5.5,0.5,0.5,0,0,0.3,6.8,
2,2019-01-01 00:19:13,2019-01-01 00:27:33,3,1.92,1,N,229,236,1,8.5,0.5,0.5,1.96,0,0.3,11.76,
2,2019-01-01 00:30:26,2019-01-01 00:42:15,3,2.43,1,N,43,151,1,11,0.5,0.5,2.46,0,0.3,14.76,
2,2019-01-01 00:44:29,2019-01-01 00:51:23,3,.83,1,N,151,238,1,6.5,0.5,0.5,0.78,0,0.3,8.58,
2,2019-01-01 00:54:53,2019-01-01 01:11:28,3,2.66,1,N,238,161,1,13,0.5,0.5,2.5,0,0.3,16.8,
2,2018-12-31 17:22:55,2019-01-01 16:57:23,1,22.59,1,N,132,181,1,60,0.5,0.5,7,0,0.3,68.3,
1,2019-01-01 00:32:20,2019-01-01 00:43:43,1,.20,1,Y,186,186,2,8,0.5,0.5,0,0,0.3,9.3,
1,2019-01-01 00:19:19,2019-01-01 00:28:55,1,1.20,1,N,68,79,1,7.5,0.5,0.5,1,0,0.3,9.8,
1,2019-01-01 00:39:18,2019-01-01 01:14:25,1,5.00,1,N,79,143,1,22.5,0.5,0.5,4.75,0,0.3,28.55,
2,2019-01-01 00:23:47,2019-01-01 00:31:13,1,1.68,1,N,236,238,1,8,0.5,0.5,1.86,0,0.3,11.16,
2,2019-01-01 00:33:45,2019-01-01 00:37:11,1,.65,1,N,238,239,2,4.5,0.5,0.5,0,0,0.3,5.8,
2,2019-01-01 00:40:53,2019-01-01 01:03:47,1,5.15,1,N,239,145,1,19,0.5,0.5,5.08,0,0.3,25.38,
1,2019-01-01 00:19:39,2019-01-01 00:40:41,2,.60,1,N,161,170,1,13,0.5,0.5,25,0,0.3,39.3
